name,feature,location,regional_c,map_reference,dms_latitude,dms_longitude,utm_northing,utm_easting,object_id,latitude,longitude
Crabwood Creek,Creek,"L.b. Inamu r., r.b. Barama r., l.b. Waini r., 4 km or 2 ½ mi. up.",122231,10NE,"7° 17' 57"" N","59° 34' 35"" W",807636,215519,4186,7.2991999999999955,-59.576499999999996
Crabwood Creek Vill. Dist.,Vil. Dist.,"L.b. Corentyne r., 78 km or 48 ½ mi. up.",64121,39NE,"5° 50' 48"" N","57° 10' 4"" W",646264,481402,4187,5.846699999999997,-57.168
Crabwood River,River,"R.b. Rupununi r., l.b. Essequibo r., 87 km or 54 mi. above Yupukari Landing.",912,65SW,"3° 10' 24"" N","59° 24' 19"" W",351074,232658,4188,3.1734000000000027,-59.405499999999996
Crabwood River,River,"R.b. Berbice r., 43 ½ km or 27 mi. above Christmas Falls.",67,57NE,"4° 29' 12"" N","58° 14' 47"" W",496040,361703,4189,4.486699999999993,-58.24649999999999
Craig,Village,"R.b. Demerara r., 14 ½ km or 9 mi. from Georgetown.",412136,20SE,"6° 41' 15"" N","58° 11' 1"" W",739364,369163,4190,6.6875000000000036,-58.1837
Craig - Caledonia Vill. Dist.,Vil. Dist.,"R.b. Demerara r., from Craig to Caledonia, 22 km or 13 ½ mi. up.",41213,20SE,"6° 37' 55"" N","58° 11' 21"" W",733229,368526,4191,6.632000000000002,-58.189299999999996
Craig Milne,Village,"East Coast Demerara, 26 ½ km or 16 ½ mi. from Georgetown.",421144,21NW,"6° 44' 59"" N","57° 58' 11"" W",746211,392831,4192,6.7498999999999985,-57.9697
Crapaud Creek,Creek,"R.b. Mahdia r., r.b. Potaro r., l.b. Essequibo r., 16 km or 10 mi. up.",821212,43SE,"5° 16' 25"" N","59° 9' 18"" W",583339,261128,4193,5.273799999999991,-59.1552
Creole Creek,Creek,"R.b. Essequibo r., at Bendorff, 10 ½ km or 6 ½ mi. above Parika.",322112,20NW,"6° 46' 29"" N","58° 28' 17"" W",749112,337358,4194,6.774899999999997,-58.47169999999999
Crocodile Creek,Creek,"R.b. Kuribrong r., l.b. Potaro r., l.b. Essequibo r., 6 ½ km or 4 mi. below Amaila Fall.",821111,42NE,"5° 24' 48"" N","59° 32' 5"" W",598945,219102,4195,5.41339999999999,-59.5348
Crocodile Creek,Creek,"L.b. Baramita r., l.b. Barama r., l.b. Waini r., 3 km or 2 mi. up.",111111,9NW,"7° 20' 49"" N","60° 27' 57"" W",813592,117243,4196,7.346999999999996,-60.466
Cromarty,Village,"Corentyne Coast, 37 ½ km or 23 ½ mi. from New Amsterdam.",631112,30SE,"6° 10' 34"" N","57° 14' 18"" W",682691,473603,4197,6.176199999999985,-57.2386
Cruysburg,Estate,"L.b. Berbice r., 8 ½ km or 5 ½ mi. above Rosignol.",523212,29SE,"6° 12' 13"" N","57° 33' 23"" W",685747,438427,4198,6.203600000000007,-57.556599999999996
Crystal Creek,Creek,"L.b. Konawaruk r., l.b. Essequibo r., 2 ½ km or 1 ½ mi. up.",821221,44NW,"5° 18' 10"" N","58° 55' 8"" W",586467,287327,4199,5.3027999999999915,-58.919000000000004
Crystal Springs,Locality,"L.b. Pirara r., l.b. Ireng r., r.b. Takutu r., 6 ½ km or 4 mi. Southeastwards of Marakanata.",911211,59SE,"3° 34' 48"" N","59° 30' 28"" W",396086,221390,4200,3.5799999999999934,-59.50790000000001
Cuffy Square,Locality,"N. Mackenzie, r.b. Demerara r., being part of Linden.",01213,28SW,"6° 0' 49"" N","58° 17' 55"" W",664886,356251,4201,6.013700000000007,-58.2988
Cullen,Village,"Essequibo Coast, 23 ½ km or 14 ½ mi. Northwards of Supenaam r.",221221,12SE,"7° 9' 35"" N","58° 29' 42"" W",791701,334896,4202,7.159999999999987,-58.495200000000004
Culvert City,Settlement,"R.b. Mocomoco r., r.b. Takutu r., 1 ½ km or 1 mi. up at Lethem.",911128,64NW,"3° 21' 53"" N","59° 47' 24"" W",372364,189931,4203,3.3648000000000047,-59.7902
Cumberland,Village,"R.b. Canje r., r.b. Berbice r., 2 ½ km or 1 ½ mi. from New Amsterdam, along East Coast Berbice public road.",621312,30NW,"6° 17' 0"" N","57° 30' 13"" W",694577,444285,4204,6.283599999999989,-57.503699999999995
Cummings Canal,Canal,"Georgetown, from r.b. Demerara r., at its mouth, Eastwards to Cummings Lodge, East Coast Demerara.",413,20NE,"6° 49' 15"" N","58° 9' 57"" W",754110,371173,4205,6.820900000000004,-58.165800000000004
Cummings Rapid,Rapid,"Essequibo r., 17 km or 10 ½ mi. above Potaro r.",821222,44NW,"5° 14' 38"" N","58° 49' 54"" W",579925,296988,4206,5.243899999999993,-58.8317
Cummingsburg,Township,"R.b. Demerara r., at its mouth, being a ward of Georgetown.",41314,20NE,"6° 48' 48"" N","58° 9' 39"" W",753277,371717,4207,6.813399999999993,-58.160900000000005
Cummings Lodge,Township,"East Coast Demerara, part of Georgetown.",413,20NE,"6° 49' 23"" N","58° 6' 24"" W",754352,377708,4208,6.823300000000003,-58.106700000000004
Cunningham River,River,"L.b. Ikuribisi r., r.b. Mazaruni r., l.b. Essequibo r., 50 km or 31 mi. up.",722236,36NE,"5° 57' 18"" N","58° 45' 23"" W",658552,305575,4209,5.9551,-58.7564
Curabane Park,Village,"Part of the frontlands of Annandale, East Coast Demerara, 17 km or 10 ½ mi. from Georgetown and N. of East Coast Demerara public road.",414224,20NE,"6° 47' 50"" N","58° 1' 55"" W",751481,385965,4210,6.797499999999997,-58.03189999999999
Curricurri Point,Point,"R.b. Mora Passage, l.b. Waini r., at its mouth.",121111,1NW,"8° 20' 33"" N","59° 46' 56"" W",923257,193532,4211,8.342600000000003,-59.78240000000001
Cushe Creek,Creek,"R.b. Pomeroon r., 33 ½ km or 21 mi. above Arapiako r.",211222,12SW,"7° 12' 53"" N","58° 53' 34"" W",797926,291000,4212,7.214799999999982,-58.8928
Cuss Creek,Creek,"L.b. Two Hands ck., l.b. Pokerero r., r.b. Kamuni r., l.b. Demerara r., 1 km or ½ mi. up.",331222,20SW,"6° 34' 31"" N","58° 24' 6"" W",727039,345004,4213,6.57549999999999,-58.4019
Cuyuni River,River,"L.b. Mazaruni r., l.b. Essequibo r., 9 km or 5 ½ mi. up.",71,27NE,"6° 23' 16"" N","58° 43' 18"" W",706410,309550,4214,6.387999999999989,-58.721900000000005
Cuyuni - Mazaruni Reg. or Reg. No. 7,Admin Reg.,"L.b. Essequibo r., extending from the int. bound. bet. Guyana and Venezuela Eastwards to the Western bound. of Reg. 10 and from the Southern boundaries of",7,X-396,"6° 8' 56"" N","59° 56' 45"" W",680580,173923,4215,6.1491000000000025,-59.94590000000001
Dabarwau River,River,"R.b. Takutu r., 123 ½ km or 76 ½ mi. above Ireng r.",911112,70NW,"2° 51' 2"" N","59° 59' 3"" W",315522,168166,4216,2.8506999999999953,-59.9844
Dadanawa,Locality,"R.b. Rupununi r., l.b. Essequibo r., 25 km or 15 ½ mi. above Katiwau r.",912221,70NE,"2° 49' 30"" N","59° 31' 26"" W",312573,219390,4217,2.825200000000004,-59.524
Dadarwau River,River,"R.b. Takutu r., 54 km or 33 ½ mi. above Kowariwau r.",912423,76SE,"2° 11' 26"" N","59° 43' 16"" W",242417,197309,4218,2.190699999999998,-59.721199999999996
Dageraad,Village,"Essequibo Coast, 27 ½ km or Northwards of Supenaam r.",221213,12SE,"7° 11' 36"" N","58° 30' 6"" W",795416,334177,4219,7.193499999999995,-58.5018
Daidak Creek,Creek,"L.b. Ireng r., r.b. Takutu r., 42 ½ km or 26 ½ mi. above Tumong r.",811127,42SW,"5° 0' 48"" N","59° 59' 5"" W",554896,168981,4220,5.01339999999999,-59.98480000000001
Daigedi River,River,"L.b. Corentyne r., 242 km or 150 ½ mi. above New r.",67,82NW,"2° 23' 49"" N","56° 58' 7"" W",264959,503467,4221,2.3972000000000007,-56.9688
Dailuku Creek,Creek,"L.b. Berbice r., 21 ½ km or 13 ½ mi. above a point opp. Bartica ck.",022211,38NE,"5° 48' 30"" N","57° 43' 58"" W",642084,418848,4222,5.8084999999999924,-57.733000000000004
Dakamballi Rapid,Rapid,"Mazaruni r., l.b. Essequibo r., 59 km or 36 ½ mi. up.",722237,27SW,"6° 5' 26"" N","58° 56' 21"" W",673617,285374,4223,6.090699999999997,-58.9393
Dakari Creek,Creek,"R.b. Wikki r., r.b. Berbice r., 67 ½ km or 42 mi. up.",022121,46NW,"5° 14' 27"" N","57° 50' 21"" W",579356,407004,4224,5.240900000000001,-57.83919999999999
Dakoura,Estate,"L.b. Demerara r., 11 km or 7 mi. above a point opp. Karakara r., Linden.",012,37NW,"5° 59' 2"" N","58° 19' 14"" W",661600,353822,4225,5.983899999999998,-58.3207
Dakoura Creek,Creek,"L.b. Madewini r., r.b. Demerara r., 4 ½ km or 3 mi. up.",412112,20SE,"6° 30' 45"" N","58° 13' 34"" W",720031,364422,4226,6.51259999999999,-58.226200000000006
Dakoura River,River,"L.b. Demerara r., 11 km or 7 mi. above a point opp. Karakara r., Linden.",012,37NW,"5° 58' 4"" N","58° 18' 28"" W",659816,355220,4227,5.9678,-58.308
Dakrai River,River,"L.b. Mazaruni r., l.b. Essequibo r., 59 km or 36 ½ mi. above Kamarang r.",721157,33SW,"5° 42' 17"" N","60° 26' 13"" W",631727,119197,4228,5.7049999999999885,-60.4371
Dalbana Creek,Creek,"L.b. Wikki r., r.b. Berbice r., 23 ½ km or 14 ½ mi. up.",022121,46NW,"5° 27' 54"" N","57° 50' 46"" W",604151,406255,4229,5.465199999999993,-57.8462
Dalgin,Estate,"R.b. Demerara r., 12 ½ km or 8 mi. above a point opp. Tenabu r.",411111,28SW,"6° 5' 33"" N","58° 16' 46"" W",673625,358416,4230,6.092799999999993,-58.27949999999999
Dalli,Locality,"R.b. Essequibo r., 2 km or 1 mi. below Makouria r.",321112,27NE,"6° 29' 5"" N","58° 35' 0"" W",717071,324909,4231,6.484800000000002,-58.583400000000005
Dalli,Locality,"L.b. Essequibo r., 3 km or 2 mi. below Weriweraikuru r.",311211,19SE,"6° 44' 28"" N","58° 36' 16"" W",745425,322641,4232,6.7410999999999985,-58.6047
Dalli Creek,Creek,"L.b. Berbice r., 6 ½ km or 4 mi. above a point opp. Bartica ck.",022211,38NE,"5° 45' 48"" N","57° 40' 4"" W",637092,426037,4233,5.763399999999994,-57.668000000000006
Dalli Creek,Creek,"R.b. Essequibo r., 3 km or 2 mi. below Makouria r.",321112,27NE,"6° 29' 17"" N","58° 34' 56"" W",717444,325029,4234,6.488199999999985,-58.58229999999999
Dalli Creek,Creek,"L.b. Essequibo r., 13 ½ km or 8 ½ mi. below Groete r.",311211,19SE,"6° 44' 15"" N","58° 35' 58"" W",745029,323201,4235,6.737600000000001,-58.5996
Dalli Island,Island,"Essequibo r., 8 ½ km or 5 ½ mi. below Bartica.",312111,27NE,"6° 28' 55"" N","58° 35' 16"" W",716757,324402,4236,6.481999999999998,-58.5879
Dallibana River See Dehalibana River,River,"R.b. Essequibo r., 42 km or 26 mi. above Rockstone.",011211,36SE,"5° 40' 4"" N","58° 34' 22"" W",626746,325798,4237,5.667999999999996,-58.573
Dallibanakabra Creek,Creek,"R.b. Berbice r., 50 km or 31 mi. above a point opp. Yawakuri r.",021112,52NE,"4° 58' 27"" N","58° 14' 22"" W",549957,362585,4238,4.974299999999989,-58.23940000000001
Dalliwala Creek,Creek,"L.b. Demerara r., 19 ½ km or 12 mi. above Tenabu r.",01213,28SW,"6° 3' 10"" N","58° 18' 15"" W",669234,355641,4239,6.052999999999997,-58.30440000000001
Danielstown,Village,"Essequibo Coast, 40 km or 25 mi. Northwards of Supenaam r., comprising portions of Sparta and Fear Not.",221123,12NE,"7° 17' 49"" N","58° 29' 7"" W",806845,336019,4240,7.296999999999999,-58.485400000000006
Daniel Stream,Stream,"Potaro r., l.b. Essequibo r., 13 ½ km or 8 ½ mi. above Tumatumari.",821212,43NE,"5° 21' 48"" N","59° 7' 5"" W",593237,265282,4241,5.363399999999993,-59.118100000000005
Danigo Rock,Rock,"Essequibo r., 69 km or 43 mi. above Kuyuwini r.",92131,79SW,"2° 5' 47"" N","58° 25' 4"" W",231814,342295,4242,2.0965999999999876,-58.418
Danjou Park,Township,"Christianburg, l.b. Demerara r., being part of Linden.",012133,28SW,"6° 0' 58"" N","58° 18' 44"" W",665170,354759,4243,6.016200000000007,-58.31229999999999
Dankbarheid,Estate,"L.b. Berbice r., 22 ½ km or 14 mi. above Rosignol.",523221,29SE,"6° 9' 45"" N","57° 39' 11"" W",681233,427743,4244,6.162699999999988,-57.65310000000001
Dankbarheid,Estate,"R.b. Demerara r., 55 km or 34 mi. up, being part of Susannahs Rust.",411122,28NW,"6° 21' 19"" N","58° 18' 30"" W",702674,355263,4245,6.355400000000003,-58.3086
Dankbarheid,Estate,"L.b. Demerara r., 51 km or 31 ½ mi. up.",331122,28NW,"6° 23' 46"" N","58° 17' 57"" W",707183,356311,4246,6.396200000000008,-58.299200000000006
Dankbarheid,Estate,"L.b. Mahaicony r., 4 ½ km or 3 mi. up and 59 km or 36 ½ mi. from Georgetown.",512331,21SW,"6° 33' 55"" N","57° 48' 0"" W",725793,411533,4247,6.565599999999992,-57.8002
Danra Creek,Creek,"R.b. Francois r., upper Mahaicony r., 4½ km or 3 mi. up.",511123,29SW,"6° 8' 18"" N","57° 57' 14"" W",678596,394437,4248,6.138399999999984,-57.9541
Dantzig,Village,"East Coast Demerara, 45 km or 28 mi. from Georgetown.",512313,21SW,"6° 38' 52"" N","57° 52' 41"" W",734899,402919,4249,6.647799999999984,-57.87830000000001
Dariboka Creek,Creek,"R.b. Wikki r., r.b. Berbice r., 13 ½ km or 8 ½ mi. up.",022222,38SW,"5° 31' 29"" N","57° 51' 33"" W",610761,404826,4250,5.524999999999987,-57.85920000000001
Darina Creek,Creek,"L.b. Demerara r., 12 km or 7 ½ mi. above a point opp. Kuruabaru r.",012223,45NW,"5° 24' 19"" N","58° 26' 27"" W",597676,340348,4251,5.4055,-58.441
Darina Creek,Creek,"R.b. Ituni r., l.b. Berbice r., 49 km or 30 ½ mi. up.",022111,37SW,"5° 32' 42"" N","58° 14' 51"" W",613066,361799,4252,5.545099999999986,-58.2477
Darinanari or Hurakin River,River,"R.b. Wiruni r., l.b. Berbice r., 28 km or 17 ½ mi. up.",022212,38NW,"5° 45' 25"" N","57° 58' 40"" W",636441,391723,4253,5.757099999999994,-57.9779
Darkil River,River,"R.b. Kowariwau r., r.b. Takutu r., 10 ½ km or 6 ½ mi. up.",911111,76NW,"2° 27' 10"" N","59° 46' 57"" W",271448,190524,4254,2.453000000000005,-59.782599999999995
Darkilwau River,River,"L.b. Kowariwau r., r.b. Takutu r., 23 ½ km or 14 ½ mi. up.",911111,76NE,"2° 25' 52"" N","59° 44' 8"" W",269022,195748,4255,2.431099999999987,-59.735600000000005
Dartmouth,Village,"Essequibo Coast, 48 ½ km or 30 mi. North wards of Supenaam r.",221113,12NE,"7° 21' 29"" N","58° 30' 15"" W",813624,333963,4256,7.358199999999995,-58.5043
Dartmouth Vill. Dist.,Vil. Dist.,"Essequibo Coast, comprising estates from Paradise to Somerset and Berks, 6 km or 3 ½ mi. NE. of Charity.",21 and 22,12NE,"7° 21' 48"" N","58° 32' 5"" W",814216,330602,4257,7.363400000000009,-58.53470000000001
Darukaban Mountain,Mountain,"R.b. Rupununi r., l.b. Essequibo r., 3 km or 2 mi. Southeastwards of Wichabai r.",9122,71NW,"2° 51' 57"" N","59° 29' 16"" W",317072,223424,4258,2.8658999999999963,-59.48780000000001
Dauntless Bank,Locality,"Northern extremity of Leguan Id., in the estuary of Essequibo r.",312235,20NW,"6° 56' 49"" N","58° 21' 36"" W",768106,349751,4259,6.946999999999996,-58.35999999999999
Daurai Fall,Fall,"New r., l.b. Corentyne r., 25 km or 15 ½ mi. up.",67,68SE,"3° 7' 47"" N","57° 36' 4"" W",345981,433183,4260,3.129999999999996,-57.6013
Daurunoko Creek,Creek,"L.b. Koriabo r., l.b. Aruka r., l.b. Barima r., 3 ½ km or 2 mi. up.",112125,1SW,"8° 8' 48"" N","59° 49' 5"" W",901607,189435,4261,8.146799999999995,-59.8181
Dawa,Locality,"R.b. Tapakuma r., r.b. Arapiako r., r.b. Pomeroon r., 12 km or 7 ½ mi. up.",221142,12SE,"7° 12' 32"" N","58° 36' 39"" W",797166,322115,4262,7.208999999999986,-58.611000000000004
Dawa Creek,Creek,"R.b. Tapakuma r., r.b. Arapiako r., r.b. Pomeroon r., 1 ½ km or 1 mi. below Tapakuma lake.",221142,12SE,"7° 12' 26"" N","58° 36' 47"" W",796988,321868,4263,7.207399999999983,-58.6133
Dawsons Creek,Creek,"R.b. Konawaruk r., l.b. Essequibo r., 31 km or 19 ½ mi. up.",821221,43NE,"5° 11' 31"" N","59° 2' 7"" W",574251,274373,4264,5.192000000000003,-59.0355
Dazier Creek,Creek,"R.b. Jumbi ck., l.b. Tiger r.,  r.b. Potaro r., l.b. Essequibo r., 1 km or ½ mi. up.",821212,43NE,"5° 16' 58"" N","59° 2' 59"" W",584307,272816,4265,5.2828999999999935,-59.0499
Deadman Creek,Creek,"R.b. Waini r., 51 ½ km or 32 mi. above Waini point.",121112,2SW,"8° 8' 48"" N","59° 27' 5"" W",901344,229870,4266,8.146799999999995,-59.45140000000001
Deadman Creek,Creek,"R.b. Barima r., 4 km or 2 ½ mi. above a point opp. Aruka r.",112124,1SE,"8° 11' 58"" N","59° 42' 53"" W",907379,200875,4267,8.199600000000007,-59.7148
Deadmans Bay,Locality,"L.b. Barama r., l.b. Waini r., 161 ½ km or 100 ½ mi. up.",122122,10NW,"7° 22' 48"" N","59° 52' 5"" W",816786,183346,4268,7.3801,-59.8681
Dead Mans Ridge See Maumauktpautau Ridge,Ridge,"2 km or 1 mi. inland from a point 3 ½ km or 2 mi. up r.b. Maumauktapau r., r.b. Kuyuwini r., l.b. Essequibo r.",921221,77SE,"2° 0' 23"" N","59° 10' 49"" W",221949,257457,4269,2.006600000000006,-59.1805
Dead Tree Farm,Village,"Corentyne Coast, 58 km or 36 mi. from New Amsterdam, comprising No. 57 and  58 Villages.",632112,30SE,"6° 0' 37"" N","57° 10' 18"" W",664369,480994,4270,6.0105,-57.1717
Dead Tree point,Point,"L.b. Corentyne r., 42 km or 26 mi. above Wonotobo Falls.",67,57SE,"4° 4' 5"" N","58° 2' 10"" W",449730,384959,4271,4.068099999999995,-58.0364
De Agatha,Estate,"R.b. Berbice r., 8 ½ km or 5 ½ mi. above a point opp. Wiruni r.",022222,38SW,"5° 38' 7"" N","57° 51' 14"" W",622977,405435,4272,5.635499999999998,-57.8539
De Andrade Creek,Creek,"R.b. Mora Passage, l.b. Waini r., 1 km or ½ mi. from r.b. Barima r.",112125,1NW,"8° 17' 10"" N","59° 45' 50"" W",917011,195512,4273,8.286300000000006,-59.763999999999996
De Cottage,Estate,"L.b. Demerara r., 64 km or 40 mi. up.",331121,28NW,"6° 17' 56"" N","58° 16' 32"" W",696440,358880,4274,6.299100000000006,-58.2758
D' Edward See De Edward,Village,"West Coast Berbice, 104 km or 64 ½ mi. from Georgetown.",523133,29NE,"6° 16' 48"" N","57° 32' 49"" W",694209,439477,4275,6.280199999999993,-57.54719999999999
De Edward,Village,"West Coast Berbice, 104 km or 64 ½ mi. from Georgetown.",523133,29NE,"6° 16' 54"" N","57° 33' 11"" W",694402,438815,4276,6.281899999999998,-57.5531
De Endragt,Estate,"L.b. Berbice r., 16 km or 10 mi. above a point opp. Bartica ck.",022211,38NE,"5° 45' 54"" N","57° 42' 51"" W",637279,420918,4277,5.764999999999998,-57.7143
De Endragt,Village,"East Coast Demerara, 15 km or 9 ½ mi. from Georgetown.",41422,20NE,"6° 48' 17"" N","58° 2' 58"" W",752298,384015,4278,6.804799999999994,-58.0496
Deer Creek,Creek,"R.b. Tipuru r., l.b. Siparuni r., l.b. Essequibo r., 8 km or 5 mi. up.",822122,50NE,"4° 45' 48"" N","59° 7' 5"" W",526867,265065,4279,4.763399999999993,-59.118100000000005
Deer Creek,Creek,"R.b.  Abary r., 6 km or 3 ½ mi. above a point opp. Taurakuli r.",511221,38NW,"5° 58' 13"" N","57° 45' 34"" W",659990,415943,4280,5.9704000000000015,-57.7595
Deer or Silver Cup Creek,Creek,"L.b. Oko r., r.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 33 km or 20 ½ mi. up.",712222,26NE,"6° 22' 48"" N","59° 4' 5"" W",705677,271240,4281,6.380100000000011,-59.068099999999994
Deer Creek,Creek,"R.b. Charity r., l.b. Isseneru r., l.b. Mazaruni r., l.b. Essequibo r., 1 km or ½ mi. up.",721217,24NW,"6° 28' 36"" N","60° 19' 50"" W",717116,131513,4282,6.476799999999997,-60.33080000000001
Deer River,River,"L.b. Konawaruk r., l.b. Essequibo r., 17 km or 10 ½ mi. above a point opp. North Fork r.",821221,43SE,"5° 4' 5"" N","59° 12' 53"" W",560624,254424,4283,5.06820000000001,-59.215
De Gezusters,Village,"L.b. Demerara r., 13 ½ km or 8 ½ mi. from Vreed-en-Hoop.",332145,20SE,"6° 42' 25"" N","58° 12' 12"" W",741527,366996,4284,6.706999999999997,-58.2034
De Groote or Arayuwa Creek,Creek,"L.b. Berbice r., 4 km or 2 ½ mi. above a point opp. Bartica ck.",022211,38NE,"5° 46' 44"" N","57° 40' 1"" W",638812,426130,4285,5.778999999999999,-57.667199999999994
Dehalibana Island,Island,"Essequibo r., 42 ½ km or 26 ½ mi. above Rockstone.",011211,36SE,"5° 38' 34"" N","58° 36' 10"" W",623971,322477,4286,5.6428999999999965,-58.6029
Dehalibana River,River,"R.b. Essequibo r., 42 km or 26 mi. above Rockstone.",011211,36SE,"5° 39' 26"" N","58° 35' 50"" W",625561,323100,4287,5.657300000000002,-58.597300000000004
De Herstelling,Estate,"L.b. Demerara r., 5 km or 3 mi. above Tenabu River.",331111,28SW,"6° 9' 20"" N","58° 17' 10"" W",680592,357678,4288,6.155699999999993,-58.2863
De Hoop,Village,"R.b. Mahaica r., 8 km or 5 mi. up and 44 km or 27 ½ mi. from Georgetown.",512311,21SW,"6° 38' 46"" N","57° 53' 48"" W",734736,400879,4289,6.646299999999994,-57.8967
De Hoop,Estate,"L.b. Essequibo r., ½ km and ¼  mi. above Supenaam r.",311222,19NE,"6° 58' 48"" N","58° 32' 5"" W",771823,330460,4290,6.980099999999999,-58.53470000000001
De Jonge Rachael,Village,"L.b. Demerara r., 14 km or 8 ½ mi. from Vreed-en-Hoop, being part of Wales.",33214,20SE,"6° 41' 54"" N","58° 11' 58"" W",740581,367398,4291,6.6985,-58.1997
De Jonges River,River,"R.b. Berbice r., ½ km or ¼  mi. above Christmas Falls.",02111,52SE,"4° 42' 3"" N","58° 10' 9"" W",519715,370309,4292,4.700899999999984,-58.1693
De Kinderen,Estate,"R.b. Berbice r., 15 km or 9 ½ mi. from New Amsterdam.",611222,29SE,"6° 9' 45"" N","57° 34' 45"" W",681210,435903,4293,6.162599999999999,-57.579299999999996
De Kinderen,Village,"East Coast Demerara, 49 ½ km or 30 ½ mi. from Georgetown.",512321,21SW,"6° 37' 21"" N","57° 50' 49"" W",732107,406374,4294,6.622599999999996,-57.846999999999994
De Kinderen,Village,"R.b. Mahaica r., 9 ½ km or 6 mi. up and 45 ½ km or 28 mi. from Georgetown.",512311,21SW,"6° 38' 11"" N","57° 53' 57"" W",733661,400595,4295,6.636599999999985,-57.89929999999999
De Kinderen,Village,"West Coast Demerara, 20 ½ km or 12 ½ mi. from Vreed-en-Hoop.",3222,20NW,"6° 51' 8"" N","58° 20' 13"" W",757624,352254,4296,6.852299999999992,-58.33710000000001
De Kinderen,Estate,"N. Side No. 1 Canal, 6 km or 3 ½ mi. inland from l.b. Demerara r.",332122,20NW,"6° 46' 31"" N","58° 15' 56"" W",749113,360125,4297,6.775500000000004,-58.26570000000001
Delapara Park,Park,"Christianburg, l.b. Demerara r., immediately below Muraru ck., being part of Linden.",01213,28SW,"6° 0' 48"" N","58° 18' 4"" W",664857,355968,4298,6.013399999999991,-58.3014
De Liefde,Estate,"L.b. Berbice r., 26 km or 16 mi. above Rosignol.",523222,29SE,"6° 8' 2"" N","57° 38' 43"" W",678072,428601,4299,6.134100000000004,-57.645300000000006
De Maria Elizabeth or Akyma.,Estate,"R.b. Demerara r., 25 ½ km or 16 mi. above Karakara r., Linden.",012213,37NW,"5° 52' 54"" N","58° 20' 25"" W",650319,351605,4300,5.881799999999996,-58.3405
Demerara,County,"Both Banks Demerara r. extending from the Atlantic Ocean Southwards to Makari mt., and from the midstream of","4 and parts of 3,5 and 0",3346.,"5° 39' 12"" N","58° 21' 52"" W",625071,348875,4301,5.653399999999988,-58.3646
Demerara River,River,"Atlantic Ocean, 264 km or 164 mi. SE. of Waini r.",4 and 0,20NE,"6° 49' 22"" N","58° 10' 0"" W",754321,371073,4302,6.8229,-58.1668
Demerara Habour Bridge,Bridge,"Demerara r., 5 km or 3 mi. up, bet. Peters Hall, r.b. Demerara r. and Meer Zorgen, l.b. Demerara r.",413,20NE,"6° 46' 0"" N","58° 10' 38"" W",748124,369900,4303,6.766800000000004,-58.177200000000006
Demerara - Mahaica Reg. or Reg. No. 4,Admin Reg.,"Atlantic Coast, bet. Regs. 3 and 5, extending from the Atlantic Ocean Southwards to the Northern bound. of Reg. 10.",4,X-396,"6° 26' 48"" N","58° 8' 4"" W",712728,374520,4304,6.446699999999998,-58.1347
Den Amstel,Village,"West Coast Demerara, 10 ½ km or 6 ½ mi. from Vreed-en-Hoop.",332212,20NW,"6° 50' 38"" N","58° 15' 14"" W",756682,361420,4305,6.844000000000009,-58.25419999999999
Denham Bridge,Bridge,"Potaro r., l.b. Essequibo r., 15 km or 9 ½ mi. above Tumatumari.",821212,43NE,"5° 22' 22"" N","59° 7' 44"" W",594295,264086,4306,5.3729000000000005,-59.1289
Den Heuvel,Village,"R.b. Demerara r., 30 ½ km or 19 mi. from Georgetown.",412122,20SE,"6° 33' 27"" N","58° 13' 41"" W",725010,364223,4307,6.5576,-58.2281
Deoges Creek,Creek,"East Side Hog Id., in the estuary of Essequibo r., 6 km or 3 ½ mi. above Kumaka ck.",312124,19NE,"6° 48' 14"" N","58° 31' 39"" W",752342,331174,4308,6.803899999999985,-58.527699999999996
De Resolutie,Estate,"L.b. Berbice r., 19 ½ km or 12 mi. above Rosignol.",523221,29SE,"6° 11' 24"" N","57° 39' 2"" W",684270,428002,4309,6.190199999999998,-57.6508
De Ridders Faith,Estate,"N. side No. 1 Canal, 8 ½ km or 5 ½ mi. inland from l.b. Demerara r.",332121,20NW,"6° 47' 1"" N","58° 16' 25"" W",750037,359234,4310,6.7837999999999985,-58.2738
Deringbang Creek,Creek,"R.b. Berbice r., 58 ½ km or 36 ½ mi. above a point opp. Yawakuri r.",021112,52NE,"4° 55' 57"" N","58° 13' 32"" W",545344,364100,4311,4.9326,-58.225699999999996
Deriri Creek,Creek,"R.b. Demerara r., 14 ½ km or  9 mi. above Kuruabaru r.",012312,45NW,"5° 23' 10"" N","58° 27' 14"" W",595558,338910,4312,5.386299999999983,-58.453900000000004
Deriri Hill,Hill,"R.b. Demerara r., 1 ½ km or 1 mi. inland from a point 15 km or 9 ½ mi. above Kuruabaru r.",012312,45NW,"5° 22' 26"" N","58° 27' 42"" W",594204,338016,4313,5.373999999999999,-58.46189999999999
Detaru Creek,Creek,"L.b. Wikki r., r.b. Berbice r., 37 km or 23 mi. up.",022121,46NW,"5° 23' 32"" N","57° 48' 37"" W",596094,410215,4314,5.392399999999994,-57.81040000000001
Detaru Lake,Lake,"Wikki r., r.b. Berbice r., 37 km or 23 mi. up.",022121,46NW,"5° 24' 27"" N","57° 48' 47"" W",597796,409895,4315,5.407699999999997,-57.8133
